Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
33.1,136.9,21.8,6.0,4.5,145.2,1,Assam,-1
29.3,146.5,16.4,8.9,6.7,149.9,0,Bhuttan,+1
41.5,148.2,5.5,10.1,2.8,155.3,0,Assam,-1
23.6,147.3,1.8,7.9,7.4,149.3,0,Bhuttan,+1
39.4,137.5,18.8,8.6,6.6,137.1,0,Bhuttan,+1
64.9,162.9,12.2,7.2,4.6,169.1,0,Assam,-1
45.2,140.1,12.7,9.2,7.4,144.3,0,Bhuttan,+1
44.0,155.0,12.5,8.1,5.3,161.9,0,Assam,-1
38.7,157.2,6.9,8.8,5.5,156.4,1,Bhuttan,+1
34.6,150.2,1.9,13.2,5.7,152.7,1,Bhuttan,+1
25.3,135.1,13.9,13.4,6.5,138.6,1,Bhuttan,+1
52.4,142.9,11.0,8.2,5.8,148.9,0,Assam,-1
55.1,144.2,15.7,7.9,6.3,152.5,0,Assam,-1
45.8,141.5,14.8,3.9,5.6,144.2,1,Bhuttan,+1
58.8,145.3,13.5,10.8,5.8,145.0,1,Bhuttan,+1
63.6,157.1,5.7,11.2,4.2,156.1,1,Bhuttan,+1
50.1,145.7,7.8,14.3,7.1,147.3,1,Bhuttan,+1
31.6,152.0,15.4,7.0,6.9,155.7,1,Bhuttan,+1
64.0,156.5,11.9,8.4,5.4,164.2,0,Assam,-1
40.9,141.5,9.2,7.6,5.2,147.1,0,Assam,-1
40.8,140.3,6.7,7.9,2.6,147.8,1,Assam,-1
30.1,144.2,13.2,12.0,6.0,147.4,1,Bhuttan,+1
43.7,136.2,6.6,8.5,6.0,136.7,1,Bhuttan,+1
50.4,158.1,14.0,8.0,5.3,159.1,1,Bhuttan,+1
50.1,165.9,13.7,7.3,7.7,168.2,1,Bhuttan,+1
37.1,145.7,14.3,9.8,6.3,147.7,1,Bhuttan,+1
48.7,142.4,10.8,8.9,4.1,148.0,0,Assam,-1
48.2,161.4,14.3,10.1,3.8,165.6,1,Bhuttan,+1
23.9,134.4,2.3,9.3,6.1,138.7,1,Bhuttan,+1
57.7,138.1,8.3,8.3,6.1,142.5,0,Assam,-1
24.8,140.9,4.9,10.3,6.5,142.8,1,Bhuttan,+1
50.2,149.0,-0.1,11.1,5.4,152.2,1,Bhuttan,+1
45.2,150.3,7.1,8.6,4.5,155.3,0,Assam,-1
57.6,155.9,11.2,9.6,4.7,162.3,0,Assam,-1
45.2,147.8,4.4,9.6,5.1,148.2,1,Bhuttan,+1
64.2,149.6,16.5,4.3,5.3,154.4,0,Bhuttan,+1
34.3,138.2,-0.6,13.0,4.8,140.6,1,Bhuttan,+1
36.7,140.3,4.6,7.8,3.8,147.0,0,Assam,-1
68.1,144.4,13.9,5.0,4.6,149.1,0,Assam,-1
44.5,135.6,7.4,9.9,6.0,137.6,0,Bhuttan,+1
54.5,149.4,18.8,10.7,6.7,147.2,1,Bhuttan,+1
36.0,134.8,6.0,10.9,5.4,135.8,0,Bhuttan,+1
33.3,143.3,7.3,10.8,5.4,148.9,0,Assam,-1
43.7,137.6,7.5,7.9,4.7,138.8,0,Bhuttan,+1
70.1,139.9,14.7,7.0,6.0,146.1,0,Assam,-1
38.6,133.6,5.8,7.0,6.1,136.0,1,Bhuttan,+1
45.0,143.3,14.4,7.1,5.7,152.2,0,Assam,-1
25.0,135.0,9.9,9.9,5.8,137.5,0,Bhuttan,+1
50.7,144.4,17.2,7.8,4.6,150.3,1,Assam,-1
39.2,149.2,1.7,8.3,6.3,151.2,1,Bhuttan,+1
30.2,142.5,11.8,8.6,6.3,146.6,1,Bhuttan,+1
46.6,152.7,14.9,11.9,5.1,159.6,0,Assam,-1
51.0,157.5,13.6,9.0,4.1,162.0,0,Assam,-1
32.4,135.4,9.3,8.9,5.0,135.3,1,Bhuttan,+1
33.8,139.0,8.5,9.7,5.4,141.7,1,Bhuttan,+1
39.0,153.8,16.7,6.4,7.0,159.3,1,Assam,-1
24.3,137.9,9.1,10.3,6.5,141.5,0,Bhuttan,+1
59.5,145.8,11.9,8.0,4.5,142.3,1,Bhuttan,+1
51.8,154.0,6.8,8.6,4.4,159.1,0,Assam,-1
53.7,123.6,12.0,9.7,5.6,128.7,1,Assam,-1
51.3,138.3,15.2,9.5,6.7,141.3,0,Bhuttan,+1
42.5,146.7,12.7,8.5,3.0,154.3,0,Assam,-1
51.0,154.9,5.7,6.9,4.5,154.4,1,Bhuttan,+1
39.3,129.6,-0.5,8.3,5.1,129.8,0,Bhuttan,+1
37.4,129.6,4.7,10.6,4.8,132.4,1,Bhuttan,+1
35.0,148.9,13.0,9.6,7.2,152.4,0,Bhuttan,+1
41.0,128.3,6.4,12.8,6.2,128.3,0,Bhuttan,+1
61.7,155.2,6.6,13.4,6.1,160.0,1,Bhuttan,+1
65.0,147.0,15.9,7.5,4.7,154.8,1,Assam,-1
64.7,162.0,22.4,10.4,6.2,166.4,0,Assam,-1
34.3,131.7,4.4,10.8,5.8,133.8,0,Bhuttan,+1
41.4,146.7,5.5,9.7,4.9,153.7,0,Assam,-1
46.5,137.9,10.6,10.3,6.0,136.3,1,Bhuttan,+1
43.7,148.9,7.4,11.0,5.4,155.2,1,Bhuttan,+1
57.0,146.4,14.7,7.3,4.5,153.4,0,Assam,-1
38.3,132.2,3.3,12.5,7.3,134.5,0,Bhuttan,+1
63.7,153.3,2.0,7.6,4.0,157.2,1,Bhuttan,+1
56.1,147.0,15.8,11.9,5.9,145.6,0,Bhuttan,+1
34.1,151.9,9.9,9.1,4.2,157.4,0,Assam,-1
43.4,145.8,21.2,10.8,5.1,151.9,0,Assam,-1
31.6,149.3,8.8,10.2,6.9,151.5,0,Bhuttan,+1
26.0,143.2,15.7,10.2,5.5,143.7,0,Bhuttan,+1
40.9,150.3,4.6,10.4,5.3,155.2,0,Assam,-1
66.5,155.1,11.7,8.1,5.5,161.0,1,Bhuttan,+1
55.8,151.5,12.2,5.9,4.2,156.2,0,Assam,-1
38.2,131.8,3.5,7.4,4.7,130.0,0,Bhuttan,+1
43.7,151.4,18.6,11.0,5.8,152.1,0,Bhuttan,+1
53.2,140.5,13.4,13.0,4.5,144.0,1,Bhuttan,+1
44.3,147.1,8.5,7.8,7.2,152.7,0,Bhuttan,+1
48.0,136.7,16.1,10.2,6.1,134.5,0,Bhuttan,+1
65.4,163.0,13.1,8.9,6.8,165.8,0,Bhuttan,+1
48.4,151.8,2.3,9.8,5.0,156.3,0,Assam,-1
54.2,144.2,16.3,9.3,5.7,147.0,1,Bhuttan,+1
56.4,136.5,11.1,9.9,5.2,139.0,0,Assam,-1
43.9,150.0,11.4,11.6,6.1,154.2,1,Bhuttan,+1
38.8,140.9,11.4,8.1,7.8,145.0,0,Bhuttan,+1
41.9,152.7,8.7,5.1,5.6,152.5,1,Bhuttan,+1
48.5,144.4,14.0,6.8,4.2,150.8,0,Assam,-1
45.9,150.0,-2.9,8.8,6.3,153.5,1,Bhuttan,+1
72.5,158.1,13.8,9.4,4.0,164.9,0,Assam,-1
34.1,139.5,12.4,10.7,6.6,136.9,1,Bhuttan,+1
58.0,168.0,8.2,7.4,4.8,173.3,0,Assam,-1
33.8,150.8,4.7,9.7,5.7,156.8,0,Assam,-1
53.3,149.4,15.3,7.6,3.9,156.1,1,Assam,-1
60.1,141.0,17.8,10.1,5.2,146.9,0,Assam,-1
62.4,149.0,-7.1,8.0,6.5,149.9,1,Bhuttan,+1
64.7,157.0,4.3,9.4,6.7,161.2,0,Bhuttan,+1
61.4,150.0,5.8,9.9,5.9,154.2,0,Assam,-1
22.7,129.3,6.1,11.2,7.1,132.0,0,Bhuttan,+1
35.6,145.8,10.5,9.2,6.2,153.9,0,Assam,-1
50.3,142.8,8.4,8.2,7.7,142.4,0,Bhuttan,+1
49.8,144.0,10.2,14.6,6.9,147.3,0,Bhuttan,+1
39.6,149.6,9.6,7.0,6.7,157.0,0,Assam,-1
47.8,133.1,5.2,11.5,6.1,139.2,0,Bhuttan,+1
42.6,137.0,0.8,11.7,6.1,138.9,1,Bhuttan,+1
50.9,148.0,5.1,7.2,4.6,158.1,0,Assam,-1
43.8,117.8,9.0,9.9,5.4,118.4,0,Bhuttan,+1
46.9,159.6,6.5,9.9,5.6,160.2,1,Bhuttan,+1
38.5,137.7,13.9,7.7,6.5,142.5,1,Assam,-1
48.9,144.9,11.0,7.6,5.3,150.2,0,Assam,-1
62.5,147.9,10.5,7.5,4.2,154.8,0,Assam,-1
52.3,143.6,7.0,7.9,4.6,150.2,0,Assam,-1
43.9,129.5,5.5,8.3,7.7,133.0,0,Bhuttan,+1
43.5,161.6,8.0,8.6,6.9,170.5,0,Assam,-1
19.2,137.3,10.3,9.3,4.8,141.0,0,Bhuttan,+1
51.8,137.7,14.0,6.3,4.1,140.6,0,Assam,-1
28.5,134.3,10.0,8.7,4.5,140.2,0,Assam,-1
47.7,151.3,8.5,7.6,4.8,158.9,0,Assam,-1
52.5,157.1,13.4,6.4,4.1,161.8,0,Assam,-1
37.0,146.4,10.3,13.0,5.2,149.8,1,Bhuttan,+1
49.6,149.6,14.8,5.3,4.0,155.5,0,Assam,-1
54.4,149.2,7.1,9.6,7.1,151.8,1,Bhuttan,+1
82.0,154.4,20.2,6.5,4.6,160.0,1,Assam,-1
46.5,144.1,12.0,10.7,6.7,144.2,0,Bhuttan,+1
31.0,144.4,17.5,9.2,8.3,145.0,1,Bhuttan,+1
50.7,143.6,15.4,7.1,5.9,149.2,0,Assam,-1
33.1,146.1,7.8,9.4,5.3,151.5,0,Assam,-1
60.9,157.4,11.2,7.6,6.7,164.6,0,Assam,-1
40.7,135.8,10.8,7.8,4.2,141.5,0,Assam,-1
39.4,140.2,14.0,8.0,5.7,145.1,1,Bhuttan,+1
24.7,127.5,12.5,5.9,5.8,131.2,1,Assam,-1
47.1,158.8,14.0,12.3,6.5,161.7,1,Bhuttan,+1
34.1,146.8,9.4,8.7,5.9,147.9,1,Bhuttan,+1
63.6,157.0,10.4,7.6,7.0,160.7,1,Bhuttan,+1
19.9,142.5,10.4,13.7,5.7,146.3,1,Bhuttan,+1
73.0,141.3,21.2,13.0,5.4,148.0,1,Assam,-1
48.8,140.0,6.9,8.6,5.9,146.7,0,Assam,-1
40.9,135.2,12.1,5.8,5.0,141.1,1,Assam,-1
48.2,141.4,17.0,6.6,5.7,146.9,0,Assam,-1
27.2,128.0,7.7,9.1,7.0,128.1,0,Bhuttan,+1
26.9,153.7,13.1,10.3,5.4,161.4,0,Assam,-1
46.6,143.6,-1.4,11.0,6.0,144.7,1,Bhuttan,+1
53.2,118.3,11.3,11.4,5.5,124.1,1,Assam,-1
45.8,145.8,7.8,10.8,5.7,148.5,1,Bhuttan,+1
53.4,155.3,11.0,13.4,7.0,157.6,1,Bhuttan,+1
38.3,144.6,18.9,7.6,3.0,151.7,1,Assam,-1
41.1,130.9,9.0,10.3,6.7,132.8,1,Bhuttan,+1
34.8,133.0,9.3,8.5,5.2,138.0,0,Assam,-1
59.0,132.8,12.2,10.4,5.0,139.2,1,Assam,-1
41.2,155.8,4.9,10.8,5.2,160.3,1,Bhuttan,+1
46.5,150.7,11.5,5.7,6.3,152.8,1,Bhuttan,+1
45.3,144.4,6.0,11.9,5.6,145.7,1,Bhuttan,+1
55.3,145.2,15.1,6.8,4.5,149.2,0,Assam,-1
40.5,141.6,13.5,9.4,5.7,147.7,0,Assam,-1
48.7,132.7,6.9,14.2,6.1,133.8,0,Bhuttan,+1
44.6,144.2,5.7,9.8,4.3,147.4,1,Bhuttan,+1
47.2,132.3,3.3,10.5,5.0,136.1,0,Bhuttan,+1
46.1,126.3,10.3,7.1,5.3,133.8,1,Assam,-1
39.7,147.2,5.8,9.5,3.8,150.4,1,Bhuttan,+1
58.4,137.6,10.6,8.3,4.7,141.3,1,Assam,-1
37.2,160.6,10.3,9.6,5.6,165.5,0,Assam,-1
54.2,143.5,7.9,6.9,5.2,149.6,0,Assam,-1
53.3,141.1,11.0,7.2,6.1,150.4,0,Assam,-1
47.0,160.1,7.5,10.4,5.1,163.1,1,Bhuttan,+1
36.6,142.7,10.3,7.9,6.3,145.3,1,Bhuttan,+1
67.3,159.0,17.3,6.9,5.3,165.1,1,Assam,-1
27.5,150.1,20.1,8.5,5.4,156.5,1,Assam,-1
52.7,153.1,4.6,9.7,3.1,158.0,1,Assam,-1
57.8,152.7,22.9,7.0,6.3,157.0,1,Assam,-1
52.9,135.0,13.8,6.3,4.4,141.5,1,Assam,-1
49.1,138.1,11.1,12.7,6.2,140.6,1,Bhuttan,+1
28.4,132.6,10.0,12.2,5.1,134.2,0,Bhuttan,+1
59.4,132.8,13.1,9.5,4.8,137.3,0,Assam,-1
60.0,166.9,9.4,8.2,4.8,173.0,0,Assam,-1
41.1,149.3,12.1,11.5,5.9,149.2,1,Bhuttan,+1
29.1,144.3,8.0,11.8,5.3,151.0,0,Assam,-1
45.8,144.2,6.3,6.3,4.5,146.3,0,Assam,-1
55.8,148.1,12.2,11.0,6.1,154.0,0,Assam,-1
32.8,145.2,12.9,6.8,6.2,152.5,0,Assam,-1
54.3,170.8,13.6,8.3,5.4,177.0,0,Assam,-1
52.1,155.2,8.9,8.8,4.3,162.5,0,Assam,-1
30.1,165.5,13.5,8.0,4.1,171.5,0,Assam,-1
60.5,158.1,8.9,5.1,4.5,167.2,0,Assam,-1
69.6,145.8,13.4,8.3,4.6,150.2,0,Assam,-1
67.4,166.1,11.7,10.0,6.1,171.8,0,Assam,-1
52.2,147.0,17.7,11.6,6.6,153.6,1,Assam,-1
42.4,153.2,9.3,8.1,4.4,159.9,0,Assam,-1
22.8,138.5,16.5,12.0,7.0,141.2,0,Bhuttan,+1
44.2,146.5,-0.2,11.4,4.1,146.5,1,Bhuttan,+1
45.3,149.5,6.5,8.5,4.9,154.2,0,Assam,-1
50.3,152.4,9.3,9.3,5.0,151.5,1,Bhuttan,+1
52.9,155.5,11.1,9.7,5.3,160.7,0,Assam,-1
45.5,157.4,11.4,7.4,5.4,162.1,0,Assam,-1
40.1,147.3,0.9,11.2,6.1,147.2,1,Bhuttan,+1
34.2,139.9,21.5,13.9,7.0,138.0,1,Bhuttan,+1
30.0,144.3,6.4,9.5,6.2,150.8,0,Assam,-1
51.7,139.3,15.8,11.7,5.4,141.7,0,Bhuttan,+1
53.1,157.3,16.7,8.8,5.5,162.2,1,Assam,-1
66.8,137.2,14.0,7.6,4.8,143.7,1,Assam,-1
46.1,145.7,4.0,6.5,5.9,146.0,1,Bhuttan,+1
38.0,127.5,9.6,10.7,6.2,129.7,0,Bhuttan,+1
41.0,148.6,17.0,12.8,6.4,151.2,0,Bhuttan,+1
17.5,140.7,13.5,9.0,4.6,138.5,1,Bhuttan,+1
35.4,170.1,14.3,7.1,3.3,175.9,0,Assam,-1
30.9,115.1,10.0,6.6,5.5,123.5,1,Assam,-1
28.9,154.4,11.4,9.5,4.6,159.0,0,Assam,-1
43.5,125.0,2.1,8.8,5.9,130.4,1,Bhuttan,+1
40.6,157.5,12.6,8.3,3.8,158.7,1,Bhuttan,+1
72.3,152.9,7.9,7.2,5.4,159.3,0,Assam,-1
65.9,161.0,18.3,9.8,6.0,167.2,0,Bhuttan,+1
57.3,154.0,3.0,10.6,5.8,155.7,1,Bhuttan,+1
51.8,157.9,10.2,8.3,5.7,164.3,0,Assam,-1
48.1,141.9,12.8,10.0,7.1,144.6,1,Bhuttan,+1
39.6,125.1,14.5,7.7,4.8,132.0,1,Assam,-1
70.2,153.7,10.1,7.4,4.7,159.1,0,Assam,-1
65.5,144.8,12.8,4.3,5.5,152.7,0,Assam,-1
48.6,154.9,12.4,9.6,5.4,156.1,1,Bhuttan,+1
41.9,147.5,18.3,10.9,6.8,150.1,1,Bhuttan,+1
36.4,134.4,13.5,8.1,8.0,132.4,1,Bhuttan,+1
57.1,128.9,10.5,6.2,4.5,135.8,1,Assam,-1
55.9,127.4,16.2,8.1,7.6,132.7,1,Assam,-1
40.2,134.7,14.5,6.8,3.5,140.8,0,Assam,-1
54.8,159.8,13.6,13.0,6.6,164.3,1,Bhuttan,+1
47.1,131.5,15.9,8.9,6.4,140.2,0,Assam,-1
32.3,134.5,6.1,10.5,4.4,140.9,0,Bhuttan,+1
54.3,162.7,17.5,8.1,7.8,166.8,1,Bhuttan,+1
30.3,142.4,10.0,6.0,5.1,149.1,0,Assam,-1
64.1,156.2,12.2,7.5,4.6,162.9,0,Assam,-1
24.6,125.9,8.8,9.6,4.0,127.4,0,Bhuttan,+1
24.3,139.1,3.2,11.9,4.1,142.7,1,Bhuttan,+1
32.3,140.1,8.8,13.8,6.6,142.3,1,Bhuttan,+1
31.2,137.6,8.2,11.2,4.8,139.6,1,Bhuttan,+1
42.9,153.7,20.0,8.3,3.3,159.7,1,Assam,-1
59.0,156.8,6.2,8.3,5.5,164.4,0,Assam,-1
24.1,130.9,5.7,4.9,5.1,132.5,0,Bhuttan,+1
35.5,136.2,13.1,7.9,5.1,142.2,1,Assam,-1
50.4,159.0,11.0,8.3,5.9,165.0,0,Assam,-1
43.4,145.2,13.5,10.4,5.1,144.1,1,Bhuttan,+1
50.3,132.4,14.8,7.0,4.2,135.8,1,Assam,-1
16.0,133.4,6.8,9.5,4.4,138.6,1,Bhuttan,+1
44.7,151.2,12.0,10.3,5.0,154.1,1,Bhuttan,+1
30.4,127.1,11.8,9.0,4.7,131.6,1,Assam,-1
43.4,125.8,14.7,10.3,5.5,130.6,0,Assam,-1
43.9,153.1,12.2,8.0,4.4,157.0,0,Assam,-1
56.7,157.2,12.3,11.1,4.4,160.8,0,Assam,-1
55.5,152.0,10.9,7.2,5.0,157.1,0,Assam,-1
29.9,132.5,2.8,10.8,3.9,134.2,1,Bhuttan,+1
55.0,159.5,13.4,11.1,6.9,155.9,0,Bhuttan,+1
49.4,158.1,14.6,7.5,4.5,164.4,0,Assam,-1
28.5,141.6,22.8,9.3,5.1,145.8,0,Bhuttan,+1
41.5,149.4,6.8,10.1,7.2,148.8,1,Bhuttan,+1
36.8,139.5,16.7,8.8,6.4,147.4,0,Assam,-1
51.7,138.3,7.1,9.0,5.3,145.4,0,Assam,-1
32.7,116.2,2.5,9.5,5.0,119.3,0,Bhuttan,+1
41.9,131.1,7.2,13.1,5.4,129.4,0,Bhuttan,+1
42.5,141.2,11.8,6.3,5.1,147.5,0,Assam,-1
62.3,143.5,15.6,9.4,4.4,151.3,1,Assam,-1
66.5,142.7,10.9,9.2,5.5,150.3,0,Assam,-1
44.8,137.8,14.4,10.5,7.3,141.6,0,Bhuttan,+1
33.3,144.6,3.6,6.6,4.9,151.3,0,Assam,-1
36.5,141.3,-0.0,9.4,4.8,141.9,1,Bhuttan,+1
34.4,138.0,9.9,9.8,5.4,144.3,0,Assam,-1
68.6,165.8,14.4,5.4,5.7,172.5,0,Assam,-1
42.9,140.5,23.4,7.1,7.1,140.4,1,Bhuttan,+1
44.4,141.9,0.2,11.5,6.6,142.7,1,Bhuttan,+1
47.9,140.1,11.6,6.7,1.8,144.0,0,Assam,-1
35.6,146.2,11.5,7.1,7.3,150.9,1,Assam,-1
41.7,139.1,21.7,9.9,6.3,139.5,0,Bhuttan,+1
43.5,142.4,7.7,9.6,5.6,142.6,1,Bhuttan,+1
29.9,133.8,11.6,10.2,5.9,133.6,0,Bhuttan,+1
44.1,149.0,12.5,9.3,4.6,152.5,0,Assam,-1
43.5,152.9,2.9,7.4,5.8,160.4,0,Assam,-1
40.8,151.2,10.4,9.4,5.2,151.4,1,Bhuttan,+1
35.4,126.9,5.6,9.2,7.7,131.6,1,Bhuttan,+1
66.3,123.9,12.3,5.8,6.8,128.5,1,Assam,-1
24.2,149.4,8.5,6.8,6.3,151.5,1,Bhuttan,+1
56.3,172.3,9.4,9.2,6.0,180.2,0,Assam,-1
30.9,146.6,8.8,7.8,4.6,154.2,0,Assam,-1
27.3,131.3,8.0,10.0,5.0,133.8,0,Bhuttan,+1
36.0,147.2,11.8,12.1,5.8,150.3,1,Bhuttan,+1
39.2,137.7,14.4,10.6,4.3,145.2,1,Assam,-1
56.6,159.9,14.4,9.8,6.5,164.6,1,Bhuttan,+1
48.1,150.9,10.1,8.2,4.1,156.2,0,Assam,-1
50.4,151.7,10.9,6.0,5.7,157.7,1,Bhuttan,+1
56.4,152.7,6.3,10.2,4.4,152.0,1,Bhuttan,+1
44.1,147.7,15.6,8.8,5.1,153.9,1,Assam,-1
60.5,138.6,6.1,10.8,5.9,139.6,1,Bhuttan,+1
37.9,143.1,5.1,11.7,6.5,148.5,1,Bhuttan,+1
23.6,134.7,9.3,8.0,6.1,133.3,0,Bhuttan,+1
49.7,163.8,9.0,7.0,5.1,170.3,0,Assam,-1
49.8,144.7,16.1,9.0,4.2,151.5,1,Assam,-1
42.0,137.3,9.6,9.0,8.2,135.7,1,Bhuttan,+1
48.0,143.8,8.0,9.2,5.1,149.3,0,Assam,-1
51.1,161.7,12.0,9.1,3.6,170.8,1,Assam,-1
37.6,135.8,10.1,7.1,2.9,139.3,1,Assam,-1
46.2,135.5,15.1,10.8,5.6,138.5,1,Bhuttan,+1
31.4,152.7,12.3,9.0,6.2,157.0,1,Bhuttan,+1
45.7,128.8,10.6,10.1,5.9,132.8,1,Assam,-1
40.0,136.3,18.6,11.2,7.0,137.1,0,Bhuttan,+1
54.9,160.6,7.4,9.0,7.0,166.8,1,Assam,-1
64.2,163.7,13.1,9.1,4.0,167.6,0,Assam,-1
47.3,150.2,10.0,10.0,4.9,153.1,1,Bhuttan,+1
53.1,149.5,12.4,9.9,7.0,150.4,1,Bhuttan,+1
41.1,145.4,9.9,7.0,5.9,147.1,1,Bhuttan,+1
46.0,143.8,9.9,8.2,4.4,144.0,1,Bhuttan,+1
42.7,125.6,12.0,4.9,3.9,132.5,1,Assam,-1
41.3,134.0,8.0,9.5,5.6,136.4,0,Bhuttan,+1
32.8,155.8,4.8,10.0,5.4,158.7,1,Bhuttan,+1
39.3,144.8,6.1,6.0,5.2,154.0,0,Assam,-1
49.7,155.3,14.7,8.9,5.3,161.7,0,Assam,-1
31.0,145.9,13.5,5.7,5.9,152.4,0,Assam,-1
39.5,171.8,14.1,5.9,3.3,180.0,0,Assam,-1
41.4,149.7,7.7,12.1,7.6,149.3,0,Bhuttan,+1
14.0,145.2,15.1,8.6,5.4,151.9,1,Assam,-1
25.0,140.6,11.2,10.2,6.1,143.0,1,Bhuttan,+1
65.0,120.4,15.7,6.7,5.8,125.7,1,Assam,-1
37.2,128.1,15.1,9.1,5.4,136.5,0,Assam,-1
33.6,119.2,12.6,9.1,4.6,124.7,0,Assam,-1
45.2,170.9,11.9,10.0,5.8,175.8,0,Assam,-1
63.5,162.4,13.2,8.4,3.9,165.1,0,Assam,-1
33.2,121.6,4.1,9.3,5.4,122.9,0,Bhuttan,+1
32.9,139.3,16.5,10.1,4.8,139.7,0,Bhuttan,+1
56.7,142.7,9.5,9.2,5.9,145.4,1,Bhuttan,+1
20.8,138.3,20.3,8.6,6.1,141.9,1,Assam,-1
39.7,153.5,19.6,14.3,4.6,156.0,1,Bhuttan,+1
67.8,175.5,14.1,10.1,3.5,183.7,0,Assam,-1
38.4,136.0,7.8,13.3,5.6,136.5,0,Bhuttan,+1
40.1,155.9,9.6,9.0,5.4,158.2,1,Bhuttan,+1
64.9,150.8,15.5,6.9,6.2,157.2,0,Assam,-1
47.8,155.3,14.7,10.1,4.6,162.2,0,Assam,-1
21.6,147.5,9.4,7.1,5.3,152.8,1,Bhuttan,+1
50.4,153.0,5.6,10.1,5.9,156.1,1,Bhuttan,+1
30.3,127.9,6.6,10.0,4.8,127.4,0,Bhuttan,+1
55.0,149.3,12.3,8.4,6.8,149.5,1,Bhuttan,+1
56.4,145.9,12.2,9.3,5.8,150.4,0,Assam,-1
31.2,147.3,15.3,7.6,5.2,152.7,0,Assam,-1
51.4,154.0,14.4,9.9,7.6,156.4,0,Bhuttan,+1
56.7,151.8,12.0,10.3,5.5,154.1,1,Bhuttan,+1
36.8,122.8,1.7,10.2,6.6,126.3,1,Bhuttan,+1
53.7,140.5,14.8,8.4,4.6,147.2,0,Assam,-1
50.6,140.2,9.9,6.1,5.4,144.0,0,Assam,-1
54.4,135.6,17.5,8.4,4.8,139.9,1,Assam,-1
50.5,131.5,7.6,8.8,6.9,135.1,0,Bhuttan,+1
46.0,159.2,9.2,8.0,4.7,166.5,0,Assam,-1
30.1,127.0,4.9,9.8,6.8,130.0,0,Bhuttan,+1
46.1,135.2,10.8,10.5,6.5,138.9,0,Bhuttan,+1
35.8,155.2,7.2,8.5,7.7,154.8,0,Bhuttan,+1
42.8,128.0,7.5,12.7,5.7,131.0,0,Bhuttan,+1
29.2,133.4,16.2,9.6,3.7,138.0,0,Assam,-1
52.7,157.5,7.7,6.9,4.9,162.9,0,Assam,-1
44.4,146.7,14.5,8.7,4.3,151.6,0,Assam,-1
60.6,157.7,33.2,7.4,5.4,160.3,0,Bhuttan,+1
69.2,161.1,12.5,6.0,3.6,167.3,1,Assam,-1
54.9,154.4,10.6,8.4,6.3,160.1,0,Assam,-1
46.3,152.1,9.7,6.9,6.2,155.4,1,Bhuttan,+1
47.3,151.9,7.0,8.8,6.1,152.5,1,Bhuttan,+1
52.0,144.3,23.3,8.8,4.4,150.0,1,Assam,-1
34.8,150.1,10.0,11.4,7.3,152.7,0,Bhuttan,+1
26.6,117.9,9.2,10.3,4.0,121.9,1,Bhuttan,+1
39.1,164.5,16.8,6.9,4.8,172.0,1,Assam,-1
50.6,147.4,4.3,11.0,5.9,147.4,1,Bhuttan,+1
33.9,128.8,9.4,10.7,6.0,131.9,0,Bhuttan,+1
60.6,129.5,10.8,7.4,4.7,135.2,1,Assam,-1
33.2,137.5,3.6,10.4,7.3,139.9,0,Bhuttan,+1
41.2,149.4,7.9,7.4,3.9,155.1,0,Assam,-1
41.8,135.6,18.5,9.0,5.1,142.1,1,Assam,-1
66.2,181.5,14.8,6.8,7.1,186.8,1,Assam,-1
48.8,139.9,8.4,7.6,7.0,144.3,1,Bhuttan,+1
28.3,136.9,8.1,11.0,5.7,136.9,1,Bhuttan,+1
44.2,126.8,7.1,8.3,6.1,131.5,0,Bhuttan,+1
37.3,150.7,6.0,7.8,3.6,156.7,1,Assam,-1
47.7,178.4,4.3,8.5,4.0,184.5,0,Assam,-1
40.0,155.0,9.1,9.0,3.3,160.6,0,Assam,-1
47.2,151.3,0.7,12.2,5.9,153.8,1,Bhuttan,+1
44.5,146.7,18.2,11.9,6.3,151.4,1,Bhuttan,+1
34.7,148.4,18.4,10.1,5.5,150.8,0,Bhuttan,+1
53.3,162.0,13.4,9.2,3.4,166.7,0,Assam,-1
60.5,140.6,16.6,9.5,5.3,145.0,1,Assam,-1
58.8,168.6,12.8,9.3,3.9,175.4,0,Assam,-1
18.9,128.9,11.7,6.8,5.7,135.0,1,Assam,-1
33.1,142.9,5.8,9.9,8.7,144.8,1,Bhuttan,+1
52.8,119.7,12.0,4.8,4.4,124.2,1,Assam,-1
56.2,133.5,10.2,9.5,4.1,136.5,1,Assam,-1
50.1,146.3,23.8,7.7,5.0,150.6,0,Assam,-1
55.1,146.4,3.8,12.8,6.7,146.4,1,Bhuttan,+1
50.3,150.8,12.3,7.9,5.8,153.5,1,Bhuttan,+1
42.8,132.5,11.7,8.7,5.7,137.9,0,Assam,-1
46.8,146.5,10.7,9.4,4.8,148.8,1,Bhuttan,+1
31.4,137.5,11.4,9.6,7.6,139.6,0,Bhuttan,+1
62.1,164.4,17.2,8.8,3.9,169.1,0,Assam,-1
62.4,156.7,9.1,12.9,4.1,156.6,1,Bhuttan,+1
56.5,157.5,7.3,7.2,6.7,156.8,1,Bhuttan,+1
63.3,153.5,18.1,11.1,5.9,156.6,0,Bhuttan,+1
52.6,139.0,16.5,7.4,5.5,146.3,0,Assam,-1
